,published_year,type,crossref_dois,openalex_native_ids,openalex_native_has_openalex_native_type,openalex_native_has_abstract,openalex_native_has_affiliations,openalex_native_has_affiliations_countrycode,openalex_native_has_affiliations_sourceid,openalex_native_has_affiliations_ror,openalex_native_has_affiliations_string,openalex_native_has_authors,openalex_native_has_authors_sourceid,openalex_native_has_authors_orcid,openalex_native_has_authors_sequence,openalex_native_has_authors_string,openalex_native_has_citations,openalex_native_has_fields,openalex_native_has_fields_mag,openalex_native_has_references,openalex_native_has_venue,openalex_native_has_venue_issnl,openalex_native_has_venue_sourceid,openalex_native_has_venue_issn,openalex_native_has_venue_string,openalex_native_abstract_adds_presence,openalex_native_abstract_adds_counts,openalex_native_affiliations_adds_presence,openalex_native_affiliations_adds_counts,openalex_native_affiliations_countrycode_adds_presence,openalex_native_affiliations_countrycode_adds_counts,openalex_native_affiliations_sourceid_adds_presence,openalex_native_affiliations_sourceid_adds_counts,openalex_native_affiliations_ror_adds_presence,openalex_native_affiliations_ror_adds_counts,openalex_native_affiliations_string_adds_presence,openalex_native_affiliations_string_adds_counts,openalex_native_authors_adds_presence,openalex_native_authors_adds_counts,openalex_native_authors_sourceid_adds_presence,openalex_native_authors_sourceid_adds_counts,openalex_native_authors_orcid_adds_presence,openalex_native_authors_orcid_adds_counts,openalex_native_authors_sequence_adds_presence,openalex_native_authors_sequence_adds_counts,openalex_native_authors_string_adds_presence,openalex_native_authors_string_adds_counts,openalex_native_citations_adds_presence,openalex_native_citations_adds_counts,openalex_native_fields_adds_presence,openalex_native_fields_adds_counts,openalex_native_fields_mag_adds_presence,openalex_native_fields_mag_adds_counts,openalex_native_references_adds_presence,openalex_native_references_adds_counts,openalex_native_venue_adds_presence,openalex_native_venue_adds_counts,openalex_native_venue_issnl_adds_presence,openalex_native_venue_issnl_adds_counts,openalex_native_venue_sourceid_adds_presence,openalex_native_venue_sourceid_adds_counts,openalex_native_venue_issn_adds_presence,openalex_native_venue_issn_adds_counts,openalex_native_venue_string_adds_presence,openalex_native_venue_string_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
2553,1774,book-chapter,20,20,20,0,0,0,0,0,0,4,4,0,4,4,0,19,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,4,0,4,4,0,0,0,20,0,20
2554,1774,journal-article,53,53,53,50,0,0,0,0,0,0,0,0,0,0,4,53,53,0,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,50,0,0,0,0,0,0,0,23,0,0,53,53,53
2555,1774,monograph,32,32,32,0,0,0,0,0,0,31,31,0,31,31,3,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,31,0,32,31,11,0,0,0,0,0
2556,1773,book,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2557,1773,book-chapter,62,62,62,0,0,0,0,0,0,47,47,0,47,47,1,60,60,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,47,0,47,47,4,0,0,62,0,62
2558,1773,journal-article,87,87,87,85,0,0,0,0,0,44,44,0,44,44,4,87,87,0,87,87,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,0,0,42,44,42,44,0,0,0,0,0,0,0,0,0,0,0,0,87,87,85,0,0,0,42,0,42,42,33,45,17,87,87,87
2559,1773,monograph,39,37,37,0,0,0,0,0,0,35,35,0,35,35,1,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,37,0,39,37,17,0,0,0,0,0
2560,1772,book,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2561,1772,book-chapter,15,15,15,0,0,0,0,0,0,8,8,0,8,8,0,15,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,8,0,8,8,1,0,0,15,0,15
2562,1772,journal-article,37,37,37,36,0,0,0,0,0,1,1,0,1,1,4,37,37,0,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,36,0,0,0,0,0,0,0,18,0,0,37,37,37
2563,1772,monograph,42,41,41,0,0,0,0,0,0,39,39,0,39,39,3,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,1,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,41,0,42,41,16,0,0,0,0,0
2564,1771,book,5,4,4,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,5,3,0,0,0,0,0
2565,1771,book-chapter,274,149,149,0,0,0,0,0,0,39,39,0,39,39,0,143,143,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,25,0,0,1,25,1,25,0,0,143,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,274,274,0,0,0,0,38,0,38,38,2,0,0,274,0,274
2566,1771,journal-article,114,114,114,108,0,0,0,0,0,5,5,0,5,5,4,113,113,0,114,114,114,114,114,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,5,5,5,5,0,0,113,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,110,0,0,0,0,0,0,0,51,0,0,114,114,114
2567,1771,monograph,58,58,58,0,0,0,0,0,0,55,55,0,55,55,4,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,55,0,57,55,22,0,0,0,0,0
2568,1770,book,7,6,6,0,0,0,0,0,0,4,4,0,4,4,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,0,4,4,2,0,0,0,0,0
2569,1770,book-chapter,49,38,38,0,0,0,0,0,0,14,14,0,14,14,0,36,36,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,13,0,13,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,14,0,14,14,1,0,0,49,0,49
2570,1770,journal-article,66,66,66,59,0,0,0,0,0,61,61,0,61,61,0,66,66,0,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,66,66,63,0,0,0,61,0,61,61,2,66,17,66,66,66
2571,1770,monograph,61,61,61,0,0,0,0,0,0,58,58,0,58,58,3,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,2,1,2,1,1,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,57,0,59,57,22,0,0,0,0,0
2572,1769,book,4,3,3,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,4,4,3,0,0,0,0,0
2573,1769,book-chapter,165,141,141,0,0,0,0,0,0,41,41,2,41,41,2,139,139,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,2,2,0,35,0,35,1,1,139,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,0,0,0,41,0,41,41,2,0,0,165,0,165
2574,1769,journal-article,120,120,120,70,0,0,0,0,0,42,42,0,42,42,1,119,119,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,44,71,44,0,0,0,0,0,0,0,0,0,49,0,0,120,120,70,0,0,0,42,0,42,42,39,49,0,120,120,120
2575,1769,monograph,50,38,38,0,0,0,0,0,0,33,34,0,34,33,5,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,45,0,48,45,20,0,0,0,0,0
2576,1768,book,8,4,4,0,0,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,0,8,8,2,0,0,0,0,0
2577,1768,book-chapter,292,166,166,1,0,0,0,0,0,8,8,5,8,8,4,149,149,1,1,1,1,1,59,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,5,0,4,0,4,2,3,149,0,149,0,1,1,0,0,0,0,0,0,1,1,0,0,292,292,0,0,0,0,8,0,8,8,3,0,0,292,0,292
2578,1768,journal-article,52,52,52,46,0,0,0,0,0,2,2,0,2,2,0,51,51,0,52,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,46,0,0,0,0,0,0,0,19,0,0,52,52,52
2579,1768,monograph,49,49,49,0,0,0,0,0,0,45,45,0,45,45,5,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,1,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,45,0,46,45,18,0,0,0,0,0
2580,1767,book,3,3,3,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,3,1,0,0,0,0,0
2581,1767,book-chapter,302,301,301,1,0,0,0,0,0,180,180,0,180,180,3,278,278,0,0,0,0,0,160,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,143,0,0,0,143,0,143,2,2,278,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,302,302,0,0,0,0,180,0,180,180,2,0,0,302,0,302
2582,1767,journal-article,53,53,53,51,0,0,0,0,0,3,3,0,3,3,3,53,53,0,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,3,3,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,51,0,0,0,0,0,0,0,24,0,0,53,53,53
2583,1767,monograph,52,52,52,0,0,0,0,0,0,51,51,0,51,51,4,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,51,0,52,51,17,0,0,0,0,0
2584,1766,book,5,5,5,1,0,0,0,0,0,5,5,0,5,5,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,5,1,0,0,0,0,0
2585,1766,book-chapter,63,62,62,0,0,0,0,0,0,47,47,0,47,47,0,62,62,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,39,0,39,0,0,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,48,0,48,48,3,0,0,63,0,63
2586,1766,journal-article,44,44,44,42,0,0,0,0,0,2,2,0,2,2,2,44,44,0,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,42,0,0,0,0,0,0,0,19,0,0,44,44,44
2587,1766,monograph,35,35,35,0,0,0,0,0,0,35,35,0,35,35,5,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,2,2,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,35,0,35,35,14,0,0,0,0,0
2588,1765,book,3,3,3,1,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,3,1,0,0,0,0,0
2589,1765,book-chapter,510,510,510,2,0,0,0,0,0,492,492,0,492,492,7,488,488,0,0,0,0,0,205,2,0,0,0,0,0,0,0,0,0,0,0,2,299,2,299,0,0,2,299,2,299,4,5,488,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0,0,0,0,490,0,490,490,3,0,0,510,0,510
2590,1765,journal-article,36,36,36,36,0,0,0,0,0,0,0,0,0,0,1,36,36,0,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,0,0,0,0,0,0,0,12,0,0,36,36,36
2591,1765,monograph,25,25,25,0,0,0,0,0,0,25,25,0,25,25,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,25,25,8,0,0,0,0,0
2592,1764,book,4,4,4,1,0,0,0,0,0,3,3,0,3,3,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,3,3,1,0,0,0,0,0
2593,1764,book-chapter,54,53,53,0,0,0,0,0,0,18,18,0,18,18,0,52,52,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,17,0,17,0,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,19,0,19,19,2,0,0,54,0,54
2594,1764,journal-article,60,60,60,59,0,0,0,0,0,4,4,0,4,4,1,60,60,0,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,4,4,4,4,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,59,0,0,0,0,0,0,0,17,0,0,60,60,60
2595,1764,monograph,37,37,37,0,0,0,0,0,0,35,35,0,35,35,2,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,35,0,36,35,18,0,0,0,0,0
2596,1763,book,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,1763,book-chapter,115,86,86,0,0,0,0,0,0,86,86,0,86,86,1,78,78,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,0,78,0,78,1,1,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,0,0,0,0,86,0,86,86,0,0,0,115,0,115
2598,1763,journal-article,58,58,58,55,0,0,0,0,0,7,7,0,7,7,2,56,56,0,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,7,7,7,7,0,0,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,56,0,0,0,0,0,0,0,26,0,0,58,58,58
2599,1763,monograph,40,40,40,0,0,0,0,0,0,40,40,0,40,40,4,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,1,1,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,40,0,40,40,16,0,0,0,0,0
2600,1762,book,5,4,4,2,0,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,4,4,1,0,0,0,0,0
2601,1762,book-chapter,87,69,69,0,0,0,0,0,0,5,5,0,5,5,1,60,60,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,2,1,2,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,4,0,4,4,3,0,0,87,0,87
2602,1762,monograph,39,38,38,0,0,0,0,0,0,37,37,0,37,37,6,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,2,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,38,0,38,38,24,0,0,0,0,0
2603,1761,book,3,2,2,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,2,2,0,0,0,0,0,0
2604,1761,book-chapter,23,7,7,0,0,0,0,0,0,7,7,1,7,7,0,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,0,5,0,5,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,7,0,7,7,1,0,0,23,0,23
2605,1761,journal-article,113,113,113,111,0,0,0,0,0,0,0,0,0,0,4,113,113,0,113,113,113,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,111,0,0,0,0,0,0,0,38,0,0,113,113,113
2606,1761,monograph,26,26,26,0,0,0,0,0,0,24,24,0,24,24,2,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,1,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,24,0,25,24,9,0,0,0,0,0
2607,1760,book,6,5,5,0,0,0,0,0,0,4,4,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,5,5,0,0,0,0,0,0
2608,1760,book-chapter,91,55,55,0,0,0,0,0,0,3,3,0,3,3,0,53,53,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,0,2,3,2,3,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,2,0,2,2,0,0,0,91,0,91
2609,1760,monograph,44,44,44,0,0,0,0,0,0,40,40,0,40,40,6,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,40,0,41,40,10,0,0,0,0,0
2610,1759,book,2,2,2,0,0,0,0,0,0,2,2,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,2,1,0,0,0,0,0
2611,1759,book-chapter,142,142,142,0,0,0,0,0,0,130,130,1,130,130,3,136,136,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,1,1,0,28,0,28,1,1,136,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,0,0,0,0,130,0,130,130,3,0,0,142,0,142
2612,1759,journal-article,90,89,89,87,0,0,0,0,0,3,3,0,3,3,4,89,89,0,89,89,89,89,89,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,3,3,0,0,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,88,0,0,0,0,0,0,0,31,0,0,90,90,90
2613,1759,monograph,29,26,26,0,0,0,0,0,0,21,22,0,22,21,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,24,0,25,24,5,0,0,0,0,0
2614,1758,book,2,2,2,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0
2615,1758,book-chapter,39,39,39,0,0,0,0,0,0,5,5,0,5,5,0,39,39,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,5,0,5,5,0,0,0,39,0,39
2616,1758,monograph,30,30,30,0,0,0,0,0,0,29,29,0,29,29,2,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,29,0,29,29,15,0,0,0,0,0
2617,1757,book,7,7,7,2,0,0,0,0,0,7,7,0,7,7,1,7,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,0,7,7,0,0,0,0,0,0
2618,1757,book-chapter,74,73,73,1,0,0,0,0,0,48,48,1,48,48,6,73,73,0,1,1,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,0,5,0,5,4,6,73,0,73,0,0,0,0,0,0,0,0,0,1,1,0,0,74,74,0,0,0,0,49,0,49,49,4,0,0,74,0,74
2619,1757,journal-article,118,118,118,116,0,0,0,0,0,6,6,0,6,6,3,118,118,0,118,118,118,118,118,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,6,6,6,6,0,0,118,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,118,0,0,0,0,0,0,0,46,0,0,118,118,118
2620,1757,monograph,36,36,36,0,0,0,0,0,0,34,34,0,34,34,5,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,34,0,34,34,18,0,0,0,0,0
2621,1756,book,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
2622,1756,book-chapter,22,21,21,0,0,0,0,0,0,21,21,0,21,21,1,19,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,17,0,17,0,1,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,21,0,21,21,1,0,0,22,0,22
2623,1756,monograph,31,31,31,0,0,0,0,0,0,30,30,0,30,30,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,30,0,30,30,11,0,0,0,0,0
2624,1755,book,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,1755,book-chapter,14,14,14,0,0,0,0,0,0,11,11,0,11,11,3,13,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,2,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,11,0,11,11,1,0,0,14,0,14
2626,1755,journal-article,120,120,120,117,0,0,0,0,0,3,3,0,3,3,3,118,118,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,3,3,0,0,118,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,117,0,0,0,0,0,0,0,40,0,0,120,120,120
2627,1755,monograph,35,35,35,0,0,0,0,0,0,34,34,0,34,34,4,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,34,0,35,34,14,0,0,0,0,0
2628,1754,book,6,6,6,0,0,0,0,0,0,5,5,0,5,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,5,5,2,0,0,0,0,0
