,cr_published_year,cr_type,cr_dois,openalex_dois,openalex_ids,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_id_countrycode,openalex_has_affiliations_id_ror,openalex_has_affiliations_id_source,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_id_orcid,openalex_has_authors_id_source,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_references,openalex_has_venue,openalex_has_venue_id_issn,openalex_has_venue_id_issnl,openalex_has_venue_id_source,openalex_has_venue_string,crossref_dois,crossref_ids,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_id_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_id_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_id_issn,crossref_has_venue_string,count_openalex_crossref_overlap,crossref_has_abstract_in_overlap,crossref_abstract_adds_presence,crossref_abstract_adds_presence_overlap,crossref_has_affiliations_in_overlap,crossref_affiliations_adds_presence,crossref_affiliations_adds_presence_overlap,crossref_has_affiliations_id_ror_in_overlap,crossref_affiliations_id_ror_adds_presence,crossref_affiliations_id_ror_adds_presence_overlap,crossref_has_affiliations_string_in_overlap,crossref_affiliations_string_adds_presence,crossref_affiliations_string_adds_presence_overlap,crossref_has_authors_in_overlap,crossref_authors_adds_presence,crossref_authors_adds_presence_overlap,crossref_has_authors_id_orcid_in_overlap,crossref_authors_id_orcid_adds_presence,crossref_authors_id_orcid_adds_presence_overlap,crossref_has_authors_sequence_in_overlap,crossref_authors_sequence_adds_presence,crossref_authors_sequence_adds_presence_overlap,crossref_has_authors_string_in_overlap,crossref_authors_string_adds_presence,crossref_authors_string_adds_presence_overlap,crossref_has_citations_in_overlap,crossref_citations_adds_presence,crossref_citations_adds_presence_overlap,crossref_has_fields_in_overlap,crossref_fields_adds_presence,crossref_fields_adds_presence_overlap,crossref_has_references_in_overlap,crossref_references_adds_presence,crossref_references_adds_presence_overlap,crossref_has_venue_in_overlap,crossref_venue_adds_presence,crossref_venue_adds_presence_overlap,crossref_has_venue_id_issn_in_overlap,crossref_venue_id_issn_adds_presence,crossref_venue_id_issn_adds_presence_overlap,crossref_has_venue_string_in_overlap,crossref_venue_string_adds_presence,crossref_venue_string_adds_presence_overlap,count_crossref_openalex_overlap,openalex_has_abstract_in_overlap,openalex_abstract_adds_presence,openalex_abstract_adds_presence_overlap,openalex_has_affiliations_in_overlap,openalex_affiliations_adds_presence,openalex_affiliations_adds_presence_overlap,openalex_has_affiliations_id_countrycode_in_overlap,openalex_affiliations_id_countrycode_adds_presence,openalex_affiliations_id_countrycode_adds_presence_overlap,openalex_has_affiliations_id_ror_in_overlap,openalex_affiliations_id_ror_adds_presence,openalex_affiliations_id_ror_adds_presence_overlap,openalex_has_affiliations_id_source_in_overlap,openalex_affiliations_id_source_adds_presence,openalex_affiliations_id_source_adds_presence_overlap,openalex_has_affiliations_string_in_overlap,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_presence_overlap,openalex_has_authors_in_overlap,openalex_authors_adds_presence,openalex_authors_adds_presence_overlap,openalex_has_authors_id_orcid_in_overlap,openalex_authors_id_orcid_adds_presence,openalex_authors_id_orcid_adds_presence_overlap,openalex_has_authors_id_source_in_overlap,openalex_authors_id_source_adds_presence,openalex_authors_id_source_adds_presence_overlap,openalex_has_authors_sequence_in_overlap,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_presence_overlap,openalex_has_authors_string_in_overlap,openalex_authors_string_adds_presence,openalex_authors_string_adds_presence_overlap,openalex_has_citations_in_overlap,openalex_citations_adds_presence,openalex_citations_adds_presence_overlap,openalex_has_fields_in_overlap,openalex_fields_adds_presence,openalex_fields_adds_presence_overlap,openalex_has_references_in_overlap,openalex_references_adds_presence,openalex_references_adds_presence_overlap,openalex_has_venue_in_overlap,openalex_venue_adds_presence,openalex_venue_adds_presence_overlap,openalex_has_venue_id_issn_in_overlap,openalex_venue_id_issn_adds_presence,openalex_venue_id_issn_adds_presence_overlap,openalex_has_venue_id_issnl_in_overlap,openalex_venue_id_issnl_adds_presence,openalex_venue_id_issnl_adds_presence_overlap,openalex_has_venue_id_source_in_overlap,openalex_venue_id_source_adds_presence,openalex_venue_id_source_adds_presence_overlap,openalex_has_venue_string_in_overlap,openalex_venue_string_adds_presence,openalex_venue_string_adds_presence_overlap
2718,1813,journal-article,691,690,690,48,59,22,13,22,59,516,1,516,516,516,77,690,3,686,663,663,686,688,691,691,34,42,0,42,482,0,482,482,69,202,66,691,664,691,690,34,0,0,42,21,21,0,0,0,42,21,21,482,0,0,0,0,0,482,0,0,482,0,0,69,11,11,201,0,0,66,63,63,690,4,4,663,0,0,690,2,2,690,48,14,14,59,38,38,22,22,22,13,13,13,22,22,22,59,38,38,516,34,34,1,1,1,516,516,516,516,34,34,516,34,34,77,19,19,690,489,489,3,0,0,686,0,0,663,0,0,663,663,663,686,686,686,688,0,0
2719,1813,journal-issue,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,12,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,13,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,13,0,0,13,0,0,13,13,13,13,13,13,13,0,0
2720,1813,monograph,45,45,45,0,0,0,0,0,0,43,0,43,43,43,22,45,0,0,0,0,0,0,45,45,0,0,0,0,43,0,44,43,20,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,44,1,1,43,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43,43,43,43,0,0,43,0,0,22,2,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,1812,book,13,13,13,0,0,0,0,0,0,12,0,12,12,12,2,13,0,7,0,0,7,7,13,13,0,0,0,0,12,0,12,12,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,12,12,12,0,0,12,0,0,2,0,0,13,13,13,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7
2722,1812,book-chapter,279,279,279,0,0,0,0,0,0,126,0,126,126,126,3,279,0,232,0,0,232,232,279,279,0,0,0,0,125,0,125,125,3,0,0,279,0,279,279,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,125,0,0,125,0,0,3,3,3,0,0,0,0,0,0,279,47,47,0,0,0,279,47,47,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,1,0,0,0,126,126,126,126,1,1,126,1,1,3,3,3,279,279,279,0,0,0,232,0,0,0,0,0,0,0,0,232,232,232,232,0,0
2723,1812,edited-book,3,3,3,0,0,0,0,0,0,3,0,3,3,3,0,3,0,3,0,0,3,3,3,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,3,0,0,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,3,3,3
2724,1812,journal-article,798,798,798,106,63,17,9,17,63,571,0,571,571,571,104,798,2,797,782,782,797,798,798,798,86,39,0,39,546,0,547,546,96,330,68,798,782,798,798,86,0,0,39,25,25,0,0,0,39,25,25,546,0,0,0,0,0,547,1,1,546,0,0,96,10,10,330,0,0,68,66,66,798,1,1,782,0,0,798,0,0,798,106,20,20,63,49,49,17,17,17,9,9,9,17,17,17,63,49,49,571,25,25,0,0,0,571,571,571,571,25,25,571,25,25,104,18,18,798,468,468,2,0,0,797,0,0,782,0,0,782,782,782,797,797,797,798,0,0
2725,1812,journal-issue,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,12,0,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0,12,12,12,12,12,12,12,0,0
2726,1812,monograph,72,72,72,0,0,0,0,0,0,68,0,68,68,68,29,72,0,0,0,0,0,0,72,72,0,0,0,0,68,0,68,68,30,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,68,0,0,68,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,68,68,68,68,0,0,68,0,0,29,2,2,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,1811,book,19,19,19,1,0,0,0,0,0,12,0,12,12,12,5,19,0,16,0,0,16,16,19,19,0,0,0,0,11,0,11,11,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,12,12,12,12,1,1,12,1,1,5,1,1,19,19,19,0,0,0,16,16,16,0,0,0,0,0,0,16,16,16,16,16,16
2728,1811,book-chapter,460,404,404,17,0,0,0,0,0,16,0,16,16,16,2,404,0,402,0,0,402,402,460,460,0,0,0,0,15,0,15,15,2,0,0,460,0,460,404,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,15,0,0,2,0,0,0,0,0,0,0,0,404,2,2,0,0,0,404,2,2,404,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,16,16,16,16,1,1,16,1,1,2,0,0,404,404,404,0,0,0,402,0,0,0,0,0,0,0,0,402,402,402,402,0,0
2729,1811,edited-book,8,5,5,0,0,0,0,0,0,5,0,5,5,5,0,5,0,5,0,0,5,5,8,8,0,0,0,0,7,0,7,7,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,5,5,0,0,5,0,0,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5
2730,1811,journal-article,639,639,639,59,55,12,6,12,55,502,1,502,502,502,91,639,9,639,639,639,639,639,639,639,41,36,0,36,484,0,484,484,87,208,125,639,639,639,639,41,2,2,36,24,24,0,0,0,36,24,24,484,0,0,0,0,0,484,0,0,484,0,0,87,16,16,208,0,0,125,116,116,639,0,0,639,0,0,639,0,0,639,59,20,20,55,43,43,12,12,12,6,6,6,12,12,12,55,43,43,502,18,18,1,1,1,502,502,502,502,18,18,502,18,18,91,20,20,639,431,431,9,0,0,639,0,0,639,0,0,639,639,639,639,639,639,639,0,0
2731,1811,journal-issue,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,16,0,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,17,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,17,0,0,17,0,0,17,17,17,17,17,17,17,0,0
2732,1811,monograph,78,78,78,1,0,0,0,0,0,71,0,71,71,71,34,78,0,1,0,0,1,1,78,78,0,0,0,0,71,0,72,71,34,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,72,1,1,71,0,0,34,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,71,71,71,71,0,0,71,0,0,34,3,3,78,78,78,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2733,1810,book,25,25,25,0,0,0,0,0,0,21,0,21,21,21,4,25,0,10,0,0,10,10,25,25,0,0,0,0,20,0,20,20,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,21,21,21,21,1,1,21,1,1,4,0,0,25,25,25,0,0,0,10,10,10,0,0,0,0,0,0,10,10,10,10,10,10
2734,1810,book-chapter,582,519,519,13,0,0,0,0,0,98,0,98,98,98,6,519,0,492,0,0,492,492,582,582,0,0,0,0,95,0,95,95,10,0,0,582,0,582,519,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,95,0,0,95,0,0,10,4,4,0,0,0,0,0,0,519,27,27,0,0,0,519,27,27,519,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3,3,0,0,0,98,98,98,98,3,3,98,3,3,6,0,0,519,519,519,0,0,0,492,0,0,0,0,0,0,0,0,492,492,492,492,0,0
2735,1810,edited-book,9,6,6,1,0,0,0,0,0,5,0,5,5,5,0,6,0,6,0,0,6,6,9,9,0,0,0,0,8,0,8,8,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,5,5,0,0,5,0,0,0,0,0,6,6,6,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,6
2736,1810,journal-article,560,560,560,36,49,13,8,13,49,450,1,450,450,450,58,560,4,560,560,560,560,560,560,560,18,55,0,55,434,0,434,434,47,108,135,560,560,560,560,18,0,0,55,36,36,0,0,0,55,36,36,434,0,0,0,0,0,434,0,0,434,0,0,47,8,8,108,0,0,135,131,131,560,0,0,560,0,0,560,0,0,560,36,18,18,49,30,30,13,13,13,8,8,8,13,13,13,49,30,30,450,16,16,1,1,1,450,450,450,450,16,16,450,16,16,58,19,19,560,452,452,4,0,0,560,0,0,560,0,0,560,560,560,560,560,560,560,0,0
2737,1810,journal-issue,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,12,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,14,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,0,0,14,0,0,14,0,0,14,14,14,14,14,14,14,0,0
2738,1810,monograph,79,79,79,1,0,0,0,0,0,75,0,75,75,75,35,79,0,0,0,0,0,0,79,79,0,0,0,0,74,0,78,74,35,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,78,3,3,74,0,0,35,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,0,0,0,75,75,75,75,0,0,75,1,1,35,3,3,79,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,1809,book,16,16,16,1,0,0,0,0,0,12,0,12,12,12,2,16,0,9,0,0,9,9,16,16,0,0,0,0,12,0,12,12,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,12,12,12,0,0,12,0,0,2,0,0,16,16,16,0,0,0,9,9,9,0,0,0,0,0,0,9,9,9,9,9,9
2740,1809,book-chapter,318,274,274,26,0,0,0,0,0,30,0,30,30,30,1,274,0,264,0,0,264,264,318,318,0,0,0,0,30,0,30,30,2,0,0,318,0,318,274,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,30,0,0,2,1,1,0,0,0,0,0,0,274,10,10,0,0,0,274,10,10,274,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,30,30,30,0,0,30,0,0,1,0,0,274,274,274,0,0,0,264,0,0,0,0,0,0,0,0,264,264,264,264,0,0
2741,1809,edited-book,9,6,6,0,0,0,0,0,0,5,0,5,5,5,0,6,0,6,0,0,6,6,9,9,0,0,0,0,6,0,6,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,5,5,0,0,5,0,0,0,0,0,6,6,6,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,6
2742,1809,journal-article,756,756,756,97,48,13,9,13,48,641,0,641,641,641,106,756,2,756,756,756,756,756,756,756,72,47,0,47,615,0,615,615,95,274,146,756,756,756,756,72,0,0,47,27,27,0,0,0,47,27,27,615,0,0,0,0,0,615,0,0,615,0,0,95,6,6,274,0,0,146,144,144,756,0,0,756,0,0,756,0,0,756,97,25,25,48,28,28,13,13,13,9,9,9,13,13,13,48,28,28,641,26,26,0,0,0,641,641,641,641,26,26,641,26,26,106,17,17,756,482,482,2,0,0,756,0,0,756,0,0,756,756,756,756,756,756,756,0,0
2743,1809,journal-issue,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,1,12,0,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,0,0,0,0,0,12,0,0,12,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0,12,12,12,12,12,12,12,0,0
2744,1809,monograph,74,74,74,1,0,0,0,0,0,72,0,72,72,72,35,74,0,0,0,0,0,0,74,74,0,0,0,0,72,0,74,72,30,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,74,2,2,72,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,72,72,72,0,0,72,0,0,35,5,5,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,1808,book,30,30,30,0,0,0,0,0,0,21,0,21,21,21,3,30,0,22,0,0,22,22,30,30,0,0,0,0,21,0,21,21,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,21,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,21,21,21,0,0,21,0,0,3,0,0,30,30,30,0,0,0,22,22,22,0,0,0,0,0,0,22,22,22,22,22,22
2746,1808,book-chapter,648,515,515,10,0,0,0,0,0,89,0,89,89,89,2,515,0,507,0,0,507,507,648,648,0,0,0,0,82,0,82,82,2,0,0,648,0,648,515,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,82,0,0,82,0,0,2,0,0,0,0,0,0,0,0,515,8,8,0,0,0,515,8,8,515,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,7,0,0,0,89,89,89,89,7,7,89,7,7,2,0,0,515,515,515,0,0,0,507,0,0,0,0,0,0,0,0,507,507,507,507,0,0
2747,1808,edited-book,11,4,4,0,0,0,0,0,0,2,0,2,2,2,0,4,0,4,0,0,4,4,11,11,0,0,0,0,9,0,9,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,4,4,4,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,4
2748,1808,journal-article,509,509,509,41,61,23,14,23,61,362,0,362,362,362,78,509,0,509,509,509,509,509,509,509,24,65,0,65,340,0,340,340,77,125,160,509,509,509,509,24,0,0,65,36,36,0,0,0,65,36,36,340,0,0,0,0,0,340,0,0,340,0,0,77,13,13,125,0,0,160,160,160,509,0,0,509,0,0,509,0,0,509,41,17,17,61,32,32,23,23,23,14,14,14,23,23,23,61,32,32,362,22,22,0,0,0,362,362,362,362,22,22,362,22,22,78,14,14,509,384,384,0,0,0,509,0,0,509,0,0,509,509,509,509,509,509,509,0,0
2749,1808,journal-issue,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,12,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,13,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,13,0,0,13,0,0,13,13,13,13,13,13,13,0,0
2750,1808,monograph,54,54,54,1,0,0,0,0,0,52,0,52,52,52,20,54,0,0,0,0,0,0,54,54,0,0,0,0,52,0,53,52,18,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,53,1,1,52,0,0,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,52,52,52,52,0,0,52,0,0,20,4,4,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,1807,book,13,13,13,0,0,0,0,0,0,13,0,13,13,13,5,13,0,6,0,0,6,6,13,13,0,0,0,0,13,0,13,13,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,13,13,13,0,0,13,0,0,5,1,1,13,13,13,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,6
2752,1807,book-chapter,508,489,489,14,0,0,0,0,0,158,0,158,158,158,6,489,0,451,1,1,451,451,508,508,0,0,0,0,157,0,157,157,8,0,0,508,0,508,489,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,157,0,0,157,0,0,8,2,2,0,0,0,0,0,0,489,38,38,0,0,0,489,38,38,489,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1,1,0,0,0,158,158,158,158,1,1,158,1,1,6,0,0,489,489,489,0,0,0,451,0,0,1,1,1,1,1,1,451,451,451,451,0,0
2753,1807,edited-book,11,9,9,0,0,0,0,0,0,8,0,8,8,8,1,9,0,9,0,0,9,9,11,11,0,0,0,0,10,0,10,10,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,8,8,0,0,8,0,0,1,0,0,9,9,9,0,0,0,9,9,9,0,0,0,0,0,0,9,9,9,9,9,9
2754,1807,journal-article,372,372,372,39,61,15,13,15,61,245,1,245,245,245,62,372,3,372,372,372,372,372,372,372,17,45,0,45,229,0,229,229,53,114,137,372,372,372,372,17,0,0,45,30,30,0,0,0,45,30,30,229,0,0,0,0,0,229,0,0,229,0,0,53,7,7,114,0,0,137,134,134,372,0,0,372,0,0,372,0,0,372,39,22,22,61,46,46,15,15,15,13,13,13,15,15,15,61,46,46,245,16,16,1,1,1,245,245,245,245,16,16,245,16,16,62,16,16,372,258,258,3,0,0,372,0,0,372,0,0,372,372,372,372,372,372,372,0,0
2755,1807,journal-issue,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,12,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,13,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,13,0,0,13,0,0,13,13,13,13,13,13,13,0,0
2756,1807,monograph,86,86,86,0,0,0,0,0,0,80,0,80,80,80,34,86,0,0,0,0,0,0,86,86,0,0,0,0,80,0,81,80,35,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,81,1,1,80,0,0,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,80,80,80,0,0,80,0,0,34,1,1,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,1806,book,24,24,24,0,0,0,0,0,0,16,0,16,16,16,4,24,0,15,0,0,15,15,24,24,0,0,0,0,16,0,16,16,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,16,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,16,16,16,0,0,16,0,0,4,1,1,24,24,24,0,0,0,15,15,15,0,0,0,0,0,0,15,15,15,15,15,15
